#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_843	12422	3	N	N	1	*	*,843,*
contig_221	12400	3	N	N	1	*	*,221,*
contig_584	12336	3	N	N	1	*	*,584,*
contig_850	12318	3	N	N	1	*	*,850,*
contig_627	12303	3	N	N	1	*	*,627,*
contig_337	12197	3	N	N	1	*	*,337,*
contig_278	12195	3	N	N	1	*	*,278,*
contig_653	12165	5	N	N	1	*	*,653,*
contig_361	12147	7	N	N	1	*	*,361,*
contig_833	12132	3	N	N	1	*	*,833,*
contig_235	12100	4	N	N	1	*	*,235,*
contig_844	12075	3	N	N	1	*	*,844,*
contig_274	12013	3	N	N	1	*	*,274,*
contig_381	11992	3	N	N	1	*	*,381,*
contig_487	11965	4	N	N	1	*	*,487,*
contig_788	11949	3	N	N	1	*	*,788,*
contig_830	11918	4	N	N	1	*	*,830,*
contig_309	11907	4	N	N	1	*	*,309,*
contig_595	11718	5	N	N	1	*	*,595,*
contig_557	11706	3	N	N	1	*	*,557,*
contig_680	11649	3	N	N	1	*	*,680,*
contig_215	11646	4	N	N	1	*	*,215,*
contig_495	11642	4	N	N	1	*	*,495,*
contig_897	11631	4	N	N	1	*	*,897,*
contig_634	11627	4	N	N	1	*	*,634,*
contig_359	11591	3	N	N	1	*	*,359,*
contig_305	11582	3	N	N	1	*	*,305,*
contig_743	11579	3	N	N	1	*	*,743,*
contig_349	11554	4	N	N	1	*	*,349,*
contig_642	11541	3	N	N	1	*	*,642,*
contig_242	11473	3	N	N	1	*	*,242,*
contig_740	11381	5	N	N	1	*	*,740,*
contig_808	11303	3	N	N	1	*	*,808,*
contig_438	11301	5	N	N	1	*	*,438,*
contig_783	11299	4	N	N	1	*	*,783,*
contig_876	11230	3	N	N	1	*	*,876,*
contig_758	11171	3	N	N	1	*	*,758,*
contig_206	11090	4	N	N	1	*	*,206,*
contig_485	11059	4	N	N	1	*	*,485,*
contig_594	11050	3	N	N	1	*	*,594,*
contig_244	11028	17	N	N	1	*	*,244,*
contig_317	11012	4	N	N	1	*	*,317,*
contig_664	11008	317	Y	Y	3	32	664
contig_741	10993	4	N	N	1	*	*,741,*
contig_690	10861	4	N	N	1	*	*,690,*
contig_164	10843	4	N	N	1	*	*,164,*
contig_605	10809	3	N	N	1	*	*,605,*
contig_128	10803	4	N	N	1	*	*,128,*
contig_170	10763	6	N	N	1	*	*,170,*
contig_731	10745	3	N	N	1	*	*,731,*
contig_483	10738	3	N	N	1	*	*,481,483,-528,*
contig_463	10710	4	N	N	1	*	*,463,*
contig_375	10708	3	N	N	1	*	*,375,*
contig_539	10699	6	N	N	1	*	*,539,*
contig_81	10689	6	N	N	1	*	*,81,*
contig_784	10678	3	N	N	1	*	*,784,*
contig_641	10606	5	N	N	1	*	*,641,*
contig_163	10582	5	N	N	1	*	*,163,-177,-174,-174,-173,-173,-173,-172,-171,-177,-177,-174,-179,-175,-159
contig_919	10536	4	N	N	1	*	*,919,*
contig_629	10474	4	N	N	1	*	*,629,*
contig_705	10470	6	N	N	1	*	*,705,*
contig_331	10469	3	N	N	1	*	*,331,*
contig_755	10449	3	N	N	1	*	*,755,*
contig_682	10433	3	N	N	1	*	*,682,*
contig_72	10429	3	N	N	1	*	*,72,*
contig_606	10427	3	N	N	1	*	*,606,*
contig_166	10375	3	N	N	1	*	*,166,*
contig_229	10352	4	N	N	1	*	*,229,*
contig_368	10349	3	N	N	1	*	*,368,*
contig_222	10308	5	N	N	1	*	*,222,*
contig_767	10249	3	N	N	1	*	*,767,*
contig_82	10223	3	N	N	1	*	*,82,*
contig_665	10221	3	N	N	1	*	*,665,*
contig_409	10219	4	N	N	1	*	*,409,*
contig_165	10177	3	N	N	1	*	*,165,*
contig_617	10120	3	N	N	1	*	*,617,*
contig_335	10098	4	N	N	1	*	*,335,*
contig_265	10079	4	N	N	1	*	*,265,*
contig_321	10073	3	N	N	1	*	*,321,*
contig_155	10058	2	N	Y	1	*	*,155
contig_55	10019	5	N	N	1	*	*,55,*
contig_444	10016	4	N	N	1	*	*,444,*
contig_751	10005	6	N	N	1	*	*,751,*
contig_289	9985	3	N	N	1	*	*,289,*
contig_79	9931	5	N	N	1	*	*,79,*
contig_202	9926	3	N	N	1	*	*,202,*
contig_28	9917	10	N	N	1	*	28,-174,-174,-174,-173,-173,-173
contig_626	9916	3	N	N	1	*	*,626,*
contig_831	9864	3	N	N	1	*	*,831,*
contig_510	9855	4	N	N	1	*	*,510,*
contig_131	9797	37	N	Y	1	*	131
contig_280	9779	5	N	N	1	*	*,280,*
contig_685	9778	5	N	N	1	*	*,685,*
contig_546	9745	3	N	N	1	*	*,546,*
contig_424	9737	4	N	N	1	*	*,424,*
contig_800	9734	3	N	N	1	*	*,800,*
contig_727	9704	4	N	N	1	*	*,727,*
contig_632	9685	4	N	N	1	*	*,632,*
contig_184	9633	4	N	Y	1	*	184
contig_638	9555	5	N	N	1	*	*,638,*
contig_157	9510	5	N	N	1	*	152,157,-249,-247,-247,-247,-246
contig_441	9495	4	N	N	1	*	*,441,*
contig_338	9479	4	N	N	1	*	*,338,*
contig_771	9452	4	N	N	1	*	*,771,*
contig_277	9425	3	N	N	1	*	*,277,*
contig_264	9377	4	N	N	1	*	*,264,*
contig_227	9352	5	N	N	1	*	*,227,*
contig_63	9328	9	N	N	1	*	*,63,*
contig_98	9292	10	N	N	1	*	*,98,*
contig_236	9259	3	N	N	1	*	*,236,*
contig_358	9253	4	N	N	1	*	*,358,*
contig_417	9239	1228	Y	N	10	*	417
contig_836	9235	3	N	N	1	*	*,836,*
contig_261	9011	7	N	N	1	*	-135,-252,-250,261,-303
contig_353	8989	4	N	N	1	*	*,353,*
contig_397	8953	3	N	N	1	*	*,397,*
contig_378	8941	4	N	N	1	*	*,378,*
contig_266	8893	4	N	N	1	*	*,266,*
contig_297	8880	6	N	N	1	*	*,297,*
contig_386	8859	3	N	N	1	*	*,386,*
contig_201	8856	7	N	N	1	*	*,201,*
contig_223	8783	3	N	N	1	*	*,223,*
contig_834	8762	3	N	N	1	*	*,834,*
contig_707	8698	4	N	N	1	*	*,707,*
contig_655	8648	3	N	N	1	*	*,655,*
contig_752	8643	4	N	N	1	*	*,752,*
contig_535	8624	4	N	N	1	*	*,535,*
contig_746	8624	4	N	N	1	*	*,746,*
contig_328	8600	4	N	N	1	*	*,328,*
contig_766	8596	5	N	N	1	*	*,766,*
contig_295	8568	3	N	N	1	*	*,295,*
contig_761	8527	3	N	N	1	*	*,761,*
contig_294	8510	6	N	N	1	*	*,294,*
contig_273	8497	3	N	N	1	*	*,273,*
contig_153	8409	5	N	N	1	*	153,159
contig_9	8395	3	N	N	1	*	*,9,*
contig_612	8358	5	N	N	1	*	*,612,*
contig_473	8273	7	N	N	1	*	*,473,*
contig_168	8248	3	N	N	1	*	*,168,*
contig_720	8186	3	N	N	1	*	*,720,*
contig_775	8154	4	N	N	1	*	*,775,*
contig_365	8146	4	N	N	1	*	*,365,*
contig_360	8102	3	N	N	1	*	*,360,*
contig_560	8092	4	N	N	1	*	*,560,*
contig_318	8059	3	N	N	1	*	*,318,*
contig_548	7981	6	N	N	1	*	*,548,*
contig_779	7978	4	N	N	1	*	*,779,*
contig_402	7973	4	N	N	1	*	*,402,*
contig_550	7951	538	Y	N	4	*	550
contig_794	7910	3	N	N	1	*	*,794,*
contig_58	7870	4	N	N	1	*	*,58,*
contig_371	7826	3	N	N	1	*	*,371,*
contig_459	7805	3	N	N	1	*	*,459,*
contig_211	7790	3	N	N	1	*	*,211,*
contig_813	7717	4	N	N	1	*	*,813,*
contig_355	7668	31	N	Y	1	*	355
contig_391	7662	3	N	N	1	*	*,391,*
contig_469	7658	3	N	N	1	*	*,469,*
contig_390	7596	4	N	N	1	*	*,390,*
contig_380	7595	3	N	N	1	*	*,380,*
contig_285	7405	4	N	N	1	*	*,285,*
contig_330	7387	3	N	N	1	*	*,330,*
contig_553	7335	3	N	N	1	*	*,553,*
contig_577	7313	4	N	N	1	*	*,577,*
contig_669	7310	3	N	N	1	*	*,669,*
contig_245	7287	3	N	N	1	*	*,245,*
contig_97	7282	7	N	N	1	*	91,103,104,105,106,-102,97
contig_687	7238	4	N	N	1	*	*,687,*
contig_8	7235	4	N	N	1	*	*,8,*
contig_340	7123	3	N	N	1	*	*,340,*
contig_477	7107	3	N	N	1	*	*,477,*
contig_312	7090	5	N	N	1	*	312,334,*
contig_552	7074	5	N	N	1	*	*,552,*
contig_838	7050	3	N	N	1	*	*,838,*
contig_385	7038	5	N	N	1	*	*,385,*
contig_144	7034	3	N	N	1	*	*,144,*
contig_232	7018	3	N	N	1	*	*,232,*
contig_421	7016	3	N	N	1	*	*,421,*
contig_383	6930	3	N	N	1	*	*,383,*
contig_884	6922	5	N	N	1	*	*,884,*
contig_260	6902	6	N	N	1	*	-252,-250,260,301
contig_183	6879	28	N	Y	1	*	183
contig_207	6876	3	N	N	1	*	*,207,*
contig_400	6859	5	N	N	1	*	399,400
contig_363	6778	3	N	N	1	*	*,363,*
contig_88	6751	1	N	Y	1	*	88
contig_394	6724	9	N	Y	1	38	*,394,*
contig_538	6713	6	N	N	1	*	*,538,*
contig_750	6672	3	N	N	1	*	*,750,*
contig_160	6651	11	N	N	1	*	-159,160,178,183
contig_12	6580	3	N	N	1	*	*,12,*
contig_501	6471	3	N	N	1	*	*,501,*
contig_805	6447	4	N	N	1	*	*,805,*
contig_342	6443	4	N	N	1	*	*,342,*
contig_494	6430	3	N	N	1	*	*,494,*
contig_736	6426	3	N	N	1	*	*,736,*
contig_343	6424	4	N	N	1	*	*,343,*
contig_290	6415	3	N	N	1	*	*,290,*
contig_403	6404	4	N	N	1	*	*,403,*
contig_100	6344	9	N	N	1	*	104,105,106,-102,100
contig_40	6307	3	N	N	1	*	*,40,*
contig_630	6239	3	N	N	1	*	*,630,*
contig_514	6238	3	N	N	1	*	*,514,*
contig_616	6209	4	N	N	1	*	*,616,*
contig_311	6165	10	N	N	1	*	311,313,*
contig_906	6154	4	N	N	1	*	*,906,*
contig_900	6132	88	N	N	1	*	900,-479,480,479
contig_210	6115	3	N	N	1	*	*,210,*
contig_395	6089	6	N	Y	1	38	*,395,*
contig_182	6088	5	N	N	1	*	177,174,177,177,171,172,173,182,152
contig_38	6074	4	N	N	1	*	*,38,*
contig_293	6063	3	N	N	1	*	*,293,*
contig_152	6035	19	N	Y	1	*	152
contig_701	5957	3	N	N	1	*	*,701,*
contig_52	5938	5	N	N	1	*	*,52,*
contig_75	5821	4	N	N	1	*	*,75,*
contig_530	5812	3	N	N	1	*	*,530,*
contig_65	5789	4	N	N	1	*	*,65,*
contig_158	5785	3	N	N	1	*	*,158,*
contig_203	5760	3	N	N	1	*	*,203,*
contig_797	5625	3	N	N	1	*	*,797,*
contig_401	5550	3	N	N	1	*	*,401,*
contig_46	5491	9	N	N	1	*	*,46,*
contig_198	5465	96	N	Y	1	*	198
contig_13	5443	5	N	N	1	*	*,13,*
contig_132	5410	5	N	N	1	*	*,132,*
contig_428	5379	3	N	N	1	*	*,428,*
contig_842	5374	4	N	N	1	*	*,842,*
contig_159	5305	29	N	Y	1	*	159
contig_524	5248	1740	N	Y	14	*	524
contig_404	5130	3	N	N	1	*	*,404,*
contig_819	5120	3	N	N	1	*	*,819,*
contig_583	5112	3	N	N	1	*	*,583,*
contig_377	5067	3	N	N	1	*	*,377,*
contig_239	4998	3	N	N	1	*	*,239,*
contig_85	4920	3	N	N	1	*	*,85,*
contig_347	4797	6	N	N	1	*	*,347,*
contig_661	4774	3	N	N	1	*	*,661,*
contig_430	4755	4	N	N	1	*	*,430,*
contig_271	4689	4	N	N	1	*	*,271,*
contig_738	4634	3	N	N	1	*	*,738,*
contig_205	4632	3	N	N	1	*	*,205,*
contig_136	4628	20	N	Y	1	*	136,*
contig_576	4505	3	N	N	1	*	*,576,*
contig_411	4427	3	N	N	1	*	*,411,*
contig_905	4351	67	Y	Y	1	*	905
contig_529	4335	4	N	N	1	*	*,529,*
contig_42	4331	8	N	N	1	*	42,-173,-172,-171,-177,-177,-174,-177
contig_218	4310	3	N	N	1	*	*,218,*
contig_369	4181	4	N	N	1	*	184,369,-481,*
contig_30	4172	7	N	N	1	*	*,30,*
contig_323	4135	3	N	N	1	*	*,323,*
contig_778	4087	3	N	N	1	*	*,778,*
contig_187	4086	6	N	N	1	*	*,187,*
contig_292	4071	3	N	N	1	*	*,292,*
contig_185	4048	11	N	Y	1	*	185
contig_138	4019	13	N	N	1	*	*,138,*
contig_161	3972	3	N	N	1	*	*,161,*
contig_604	3927	3	N	N	1	*	*,604,*
contig_482	3884	3	N	N	1	*	*,482,*
contig_68	3856	3	N	N	1	*	*,68,*
contig_848	3644	4	N	N	1	*	*,848,*
contig_320	3584	3	N	N	1	*	*,320,*
contig_780	3579	3	N	N	1	*	*,780,*
contig_796	3573	5	N	N	1	*	*,796,*
contig_217	3530	6	N	N	1	*	*,217,*
contig_286	3445	3	N	N	1	*	*,286,*
contig_45	3442	3	N	N	1	*	*,45,*
contig_704	3373	5	N	N	1	*	*,704,*
contig_133	3364	3	N	N	1	*	*,133,*
contig_416	3358	3	N	N	1	*	416,-415
contig_620	3341	3	N	N	1	*	*,620,*
contig_314	3263	4	N	N	1	*	*,314,*
contig_241	3189	3	N	N	1	*	*,241,*
contig_154	3067	5	N	N	1	*	152,154
contig_208	3058	4	N	N	1	*	*,208,*
contig_573	2973	3	N	N	1	*	*,573,*
contig_925	2959	292	Y	Y	2	*	925
contig_562	2837	3	N	N	1	*	*,562,*
contig_810	2804	3	N	N	1	*	*,810,*
contig_57	2681	8	N	N	1	*	*,57,*
contig_181	2472	7	N	N	1	*	*,181,*
contig_109	2342	5	N	N	1	*	*,109,*
contig_259	2250	3	N	N	1	*	*,259,*
contig_16	2243	4	N	N	1	*	*,16,*
contig_407	2137	7	N	N	1	*	*,407,*
contig_298	2020	3	N	N	1	*	*,298,*
contig_116	1707	18	N	N	1	*	116,-198
contig_180	1188	2	N	Y	1	*	180
contig_21	945	378	N	Y	3	18	21
contig_137	790	30	N	Y	1	20	*,137,*
contig_199	708	75	Y	Y	1	28	199
contig_427	681	2	N	Y	1	34	*,427,*
contig_426	671	3	N	Y	1	34	*,426,*
contig_162	658	9	Y	Y	1	4	162
contig_22	650	14	N	N	1	*	*,22,*
contig_695	613	5	N	Y	1	36	*,695,*
contig_25	605	4	N	N	1	*	*,25,*
contig_551	596	544	Y	Y	4	8	551
contig_150	595	46	N	Y	1	24	150
contig_20	556	205	N	Y	2	18	20
contig_10	552	40	Y	Y	1	16	10
contig_329	540	40	Y	Y	1	26	329
contig_151	533	15	N	Y	1	24	151
contig_307	532	663	N	Y	5	*	307
contig_134	507	15	Y	Y	1	2	134
contig_19	505	212	N	Y	2	18	19
contig_18	504	723	N	Y	6	18	18
contig_23	500	16	N	Y	1	18	23
